1.000000000000000000e+00,5.922057092081730843e+03
2.000000000000000000e+00,5.943048862727786400e+03
3.000000000000000000e+00,5.939628011900790625e+03
4.000000000000000000e+00,5.942655825520812868e+03
5.000000000000000000e+00,5.954587918667672056e+03
6.000000000000000000e+00,5.959620950913565139e+03
7.000000000000000000e+00,5.964305168862681967e+03
8.000000000000000000e+00,5.968992326421368489e+03
9.000000000000000000e+00,5.978731345535568835e+03
1.000000000000000000e+01,5.981999895977437518e+03
1.100000000000000000e+01,5.987054512363141839e+03
1.200000000000000000e+01,5.996457783857454160e+03
1.300000000000000000e+01,5.998990585179430127e+03
1.400000000000000000e+01,6.006956742216727434e+03
1.500000000000000000e+01,6.015663062822711254e+03
1.600000000000000000e+01,6.019293134130937688e+03
1.700000000000000000e+01,6.026197100061262063e+03
1.800000000000000000e+01,6.034566844667911027e+03
1.900000000000000000e+01,6.041487072963415812e+03
2.000000000000000000e+01,6.050231613801564890e+03
2.100000000000000000e+01,6.056449090322555094e+03
2.200000000000000000e+01,6.061567393078979876e+03
2.300000000000000000e+01,6.071076842502536238e+03
2.400000000000000000e+01,6.076578248811324556e+03
2.500000000000000000e+01,6.086853674507371579e+03
2.600000000000000000e+01,6.091625219015558287e+03
2.700000000000000000e+01,6.097146897766605434e+03
2.800000000000000000e+01,6.102674025645867914e+03
2.900000000000000000e+01,6.108206598106830825e+03
3.000000000000000000e+01,6.113744610657869089e+03
3.100000000000000000e+01,6.122279871039463615e+03
3.200000000000000000e+01,6.127831807205977384e+03
3.300000000000000000e+01,6.133015210144413686e+03
3.400000000000000000e+01,6.132392137202901722e+03
3.500000000000000000e+01,6.137213239571253325e+03
3.600000000000000000e+01,6.147199679365114207e+03
3.700000000000000000e+01,6.152775702472895318e+03
3.800000000000000000e+01,6.162401000254820246e+03
3.900000000000000000e+01,6.171262164957028290e+03
4.000000000000000000e+01,6.181298307985579413e+03
4.100000000000000000e+01,6.186517320217571068e+03
4.200000000000000000e+01,6.193302821196020886e+03
4.300000000000000000e+01,6.202593195505569383e+03
4.400000000000000000e+01,6.212285914819213758e+03
4.500000000000000000e+01,6.213072589592153236e+03
4.600000000000000000e+01,6.223175445691618734e+03
4.700000000000000000e+01,6.228430179660362228e+03
4.800000000000000000e+01,6.233689377546483229e+03
4.900000000000000000e+01,6.240140758925903356e+03
5.000000000000000000e+01,6.249360200108110803e+03
5.100000000000000000e+01,6.262290368330955971e+03
