Time,Height,HeightError,MaxWidth,MaxWidthError,VelocityInst,VelocityInstError,VelocityAvg,VelocityAvgError,AccelerationInst,AccelerationInstError,AccelerationAvg,AccelerationAvgError
15,218.8720251519,110.441130228038,329.83675046853,87.4974930659392,17.9863410697467,220.346662390097,14.59146834346,7.36274201520256,4.51103463357549,0.936849109576769,0.972764556230665,0.49084946768017
16,223.372075498715,110.575137040768,329.83675046853,87.4974930659392,4.50005034681567,221.016267268807,13.9607547186697,6.91094606504802,-13.486290722931,0.66960487870972,0.872547169916857,0.431934129065501
17,236.88060232376,110.977416788985,333.402350020789,89.9861139059353,13.5085268250446,221.552553829754,13.9341530778682,6.52808334052856,9.00847647822889,0.536286560947133,0.819656063404013,0.384004902384033
18,250.401771286868,111.380087871116,332.736431140375,91.1547850256308,13.5211689631085,222.357504660102,13.9112095159371,6.18778265950645,0.0126421380639385,0.804950830347707,0.772844973107618,0.343765703305914
19,263.935683554295,111.783153341824,333.235341225852,90.2784950561737,13.5339122674263,223.16324121294,13.8913517660155,5.88332386009601,0.0127433043178371,0.805736552838653,0.731123777158711,0.309648624215579
20,282.000898335834,112.321192762765,337.285132198883,91.8816805236822,18.0652147815392,224.104346104589,14.1000449167917,5.61605963813824,4.53130251411289,0.94110489164882,0.705002245839585,0.280802981906912
21,291.042144410045,112.590479721961,341.486678787681,93.1897870695153,9.04124607421136,224.911672484726,13.8591497338117,5.36145141533147,-9.02396870732787,0.807326380136828,0.659959511133889,0.25530721025388
22,300.089189989662,112.859946066728,350.699696452059,94.3474848134578,9.04704557961645,225.450425788689,13.6404177268028,5.12999754848764,0.00579950540509344,0.53875330396329,0.620018987581946,0.233181706749438
23,318.20080123845,113.399420585453,355.554360422886,94.4901849091635,18.1116112487882,226.259366652181,13.83481744515,4.93040959067186,9.06456566917177,0.808940863491898,0.601513801963043,0.214365634377038
24,327.26542787249,113.669430601201,359.880199110407,95.5029162335525,9.06462663404,227.068851186654,13.6360594946871,4.73622627505004,-9.04698461474823,0.809484534472745,0.568169145611962,0.197342761460418
25,345.412476111244,114.210000766745,379.241154064894,96.0720700730946,18.1470482387545,227.879431367945,13.8164990444498,4.56840003066978,9.08242160471445,0.810580181291698,0.552659961777991,0.182736001226791
26,354.494959114052,114.480562771827,383.704734201132,96.7929521391503,9.08248300280775,228.690563538571,13.6344215043866,4.40309856814719,-9.0645652359467,0.811132170626024,0.524400827091793,0.169349944928738
27,363.583455759771,114.751310632439,393.358931154761,97.0767792351678,9.08849664571858,229.231873404266,13.4660539170285,4.25004854194218,0.00601364291082973,0.541309865694302,0.498742737667724,0.157409205257118
28,372.677996930958,115.022245281939,412.641316751191,97.6436914600101,9.0945411711873,229.773555914378,13.3099284618199,4.10793733149782,0.0060445254687238,0.541682510111968,0.47535458792214,0.146712047553494
29,381.778613584386,115.293367655998,407.432750686771,98.0796458418728,9.10061665342801,230.315612937937,13.1647797787719,3.97563336744822,0.00607548224070342,0.542057023559437,0.453957923405929,0.137090805774076
30,390.885336751489,115.564678692612,411.851996802038,98.7980886530169,9.10672316710315,230.85804634861,13.0295112250496,3.8521559564204,0.00610651367514947,0.542433410673198,0.434317040834988,0.128405198547347
31,399.998197538823,115.836179332115,431.065834843643,99.3630456219571,9.11286078733428,231.400858024727,12.9031676625427,3.73665094619725,0.0061376202311294,0.542811676116571,0.416231214920732,0.120537127296686
32,409.117227128517,116.107870517195,420.663649746377,100.232460752893,9.11902958969313,231.94404984931,12.7849133477661,3.62837095366235,0.0061688023588431,0.543191824583232,0.399528542117692,0.113386592301949
33,418.242456778729,116.379753192906,440.451081484784,99.9330637016652,9.12522965021253,232.487623710101,12.6740138417797,3.52665918766382,0.00620006051940436,0.543573860791184,0.384061025508475,0.106868460232237
34,427.373917824117,116.651828306686,445.032314987513,100.361681214869,9.13146104538828,233.031581499592,12.569821112474,3.43093612666723,0.006231395175746,0.543957789490378,0.369700620955119,0.100909886078448
35,445.655659824276,117.196559650182,454.391226350919,100.930657516329,18.2817420001584,233.848387956868,12.7330188521222,3.34847313286235,9.1502809547701,0.816806457276243,0.363800538632062,0.0956706609389243
36,463.962705353699,117.74207217534,458.526224286959,101.932676769759,18.3070455294237,234.938631825522,12.8878529264917,3.27061311598166,0.0253035292653294,1.09024386865394,0.357995914624768,0.0908503643328238
37,473.125796104499,118.015123775339,467.633667573016,102.786753041538,9.16309075079971,235.757195950679,12.7871836785,3.18959793987402,-9.14395477862399,0.818564125156627,0.345599558878378,0.086205349726325
38,491.471272595711,118.561822460316,474.387684317673,94.1301282946669,18.3454764912121,236.576946235655,12.9334545419924,3.120047959482,9.18238574041243,0.81975028497618,0.340354066894537,0.0821065252495262
39,509.842688695899,119.109321567804,479.215870440485,94.2720728724606,18.3714161001881,237.67114402812,13.072889453741,3.05408516840523,0.0259396089759321,1.09419779246514,0.335202293685667,0.0783098761129547
40,528.240301084032,119.65762886406,498.506909626421,94.8392319622675,18.397612388133,238.766950431864,13.2060075271008,2.99144072160151,0.0261962879449129,1.09580640374452,0.33015018817752,0.0747860180400377
41,537.449011455249,119.932088021036,503.816196987522,94.4001530755071,9.20871037121651,239.589716885097,13.1085124745183,2.92517287856186,-9.18890201691647,0.822766453232134,0.319719816451665,0.0713456799649234
42,546.664367746213,120.206752156,518.775257729662,94.2441613499432,9.21535629096388,240.138840177036,13.0158182796717,2.86206552752381,0.0066459197473705,0.549123291939623,0.309900435230279,0.0681444173219955
43,565.115147991279,120.75669929168,537.769456095254,95.1006101622507,18.4507802450667,240.96345144768,13.1422127439832,2.80829533236466,9.23542395410277,0.824611270644027,0.305632854511238,0.0653091937759222
44,583.592902466544,121.307478160787,547.380621662443,95.383209762478,18.4777544752642,242.064177452467,13.2634750560578,2.75698814001789,0.0269742301975384,1.10072600478702,0.301442614910405,0.0626588213640429
45,583.592902466544,121.307478160787,556.983294136859,95.665567131191,0,242.614956321574,12.9687311659232,2.69572173690638,-18.4777544752642,0.550778869106807,0.288194025909404,0.0599049274868084
46,602.097893173672,121.859096695119,566.303032701699,96.2374573339789,18.5049907071289,243.166574855906,13.0890846342103,2.64911079771998,18.5049907071289,0.551618534331965,0.284545318135006,0.0575893651678256
47,611.360684363984,122.135223327069,585.457877043009,96.800731906137,9.26279119031187,243.994320022188,13.0076741354039,2.59862177291636,-9.24219951681698,0.827745166282057,0.27675902415753,0.0552898249556673
48,620.630383484733,122.411562869086,595.022792598254,97.082012574193,9.26969912074856,244.546786196155,12.9297996559319,2.55024089310595,0.00690793043668236,0.55246617396665,0.269370826165249,0.053130018606374
49,629.907023674207,122.688116324709,608.770099353713,98.081564391724,9.27664018947416,245.099679193795,12.8552453811063,2.50383910866753,0.00694106872560951,0.552892997640129,0.262351946553189,0.0510987573197456
50,639.19063815838,122.964884700206,618.30616643446,98.3620225878902,9.28361448417263,245.653001024915,12.7838127631676,2.45929769400412,0.00697429469846611,0.553321831120456,0.255676255263352,0.0491859538800824
51,657.778923356202,123.519070249611,637.059908104632,108.649329848823,18.5882851978222,246.483954949817,12.8976259481608,2.42194255391394,9.30467071364956,0.830953924901678,0.252894626434526,0.047489069684587
